task_id,mobility_status,signal_strength,critical_task,bandwidth_mbps,number_of_instructions_mips,task_size_MB,is_offloaded,offloading_target,decision_reason
584,low,-68.31905978,0,44.54784151,4600,906.7910716,1,peer_vehicle,Low mobility & excellent peer connectivity
585,high,-64.79840486,1,39.39798928,865,243.0156746,0,local,Critical task - local execution required
586,low,-65.36192217,1,52.92986414,603,148.7560237,0,local,Critical task - local execution required
587,medium,-81.22690295,0,27.26359394,2835,552.243662,1,RSU,Medium mobility & RSU connectivity
588,medium,-47.65715666,1,69.97148135,1072,270.4724,0,local,Critical task - local execution required
589,medium,-45.0948681,0,65.10746373,2950,20.36173408,1,RSU,Medium mobility & RSU connectivity
590,low,-44.7317787,0,62.29154889,4703,682.6365809,1,peer_vehicle,Low mobility & excellent peer connectivity
591,high,-89.42474216,1,23.36953539,706,125.8483566,0,local,Critical task - local execution required
592,low,-79.75942276,1,29.32669171,1208,295.9682309,0,local,Critical task - local execution required
593,low,-53.5878572,0,69.84474562,2358,497.0415524,1,peer_vehicle,Low mobility & excellent peer connectivity
594,high,-75.14056225,0,25.89417717,3362,167.4093886,0,local,Network conditions unsuitable
595,medium,-45.75528369,0,70.09772371,1137,22.19939423,1,RSU,Medium mobility & RSU connectivity
596,high,-63.00854791,0,51.47159437,1198,60.99766299,1,cloud,High mobility - cloud optimal
597,high,-62.36464094,0,34.66896887,1974,371.2696725,0,local,Network conditions unsuitable
598,low,-61.37776406,0,53.2877398,4601,467.090606,1,peer_vehicle,Low mobility & excellent peer connectivity
599,low,-42.31848141,0,81.65110567,4975,500.8109627,1,peer_vehicle,Low mobility & excellent peer connectivity
600,high,-53.59147861,0,62.52203349,189,58.37062015,1,cloud,High mobility - cloud optimal
601,low,-54.23267452,0,56.12967407,3023,253.3052927,1,peer_vehicle,Low mobility & excellent peer connectivity
602,high,-88.73024939,0,19.64591224,4835,659.5259908,1,cloud,High mobility - cloud optimal
603,medium,-57.37280915,0,54.68683699,1043,118.9839209,1,RSU,Medium mobility & RSU connectivity
604,high,-54.61666828,0,54.47169273,4374,34.11921997,0,local,Network conditions unsuitable
605,high,-65.09477866,1,51.42623808,865,94.85478542,0,local,Critical task - local execution required
606,medium,-82.31933849,1,20.25588467,1444,261.8806442,0,local,Critical task - local execution required
607,medium,-49.32427587,0,72.28660391,1194,75.3627373,1,RSU,Medium mobility & RSU connectivity
608,high,-71.23571156,0,36.57419135,4759,463.9764895,1,cloud,High mobility - cloud optimal
609,low,-35.66132755,0,73.9152883,291,50.86553285,1,peer_vehicle,Low mobility & excellent peer connectivity
610,low,-74.16444598,0,27.13026773,736,78.26042086,1,peer_vehicle,Low mobility - peer vehicle available
611,high,-83.19538331,1,26.97409374,1713,65.01617842,0,local,Critical task - local execution required
612,low,-53.8685412,0,67.36232152,2043,319.2456373,1,peer_vehicle,Low mobility & excellent peer connectivity
613,medium,-65.48662726,0,26.32991194,2253,158.8150298,1,RSU,Medium mobility & RSU connectivity
614,medium,-77.3709605,0,24.00443246,629,152.3204841,1,RSU,Medium mobility & RSU connectivity
615,medium,-50.51188105,0,69.17656832,2996,536.1743003,1,RSU,Medium mobility & RSU connectivity
616,medium,-84.36707312,0,19.85408689,944,215.477844,1,RSU,Medium mobility & RSU connectivity
617,high,-70.67276547,1,42.80427566,1541,54.68737453,0,local,Critical task - local execution required
618,medium,-57.05877499,0,48.59741385,2977,628.6369491,1,RSU,Medium mobility & RSU connectivity
619,high,-57.28574777,0,52.0115713,369,113.832998,1,cloud,High mobility - cloud optimal
620,low,-55.13019795,0,67.66362436,1795,131.8548114,1,peer_vehicle,Low mobility & excellent peer connectivity
621,low,-41.53834475,0,69.90935415,2885,611.9442034,1,peer_vehicle,Low mobility & excellent peer connectivity
622,low,-54.05236968,0,64.52141666,2153,201.8625567,1,peer_vehicle,Low mobility & excellent peer connectivity
623,low,-63.46741721,0,53.27690102,4008,162.0154074,1,peer_vehicle,Low mobility & excellent peer connectivity
624,low,-70.07730815,0,37.46009127,2909,358.2577928,1,peer_vehicle,Low mobility & excellent peer connectivity
625,medium,-54.93295312,0,49.43386463,2647,473.465943,1,RSU,Medium mobility & RSU connectivity
626,high,-71.66705622,0,35.04316544,3229,180.6323521,0,local,Network conditions unsuitable
627,low,-37.49004205,0,80.94917197,986,147.3789365,1,peer_vehicle,Low mobility & excellent peer connectivity
628,low,-53.13901893,1,64.22371045,1107,123.904707,0,local,Critical task - local execution required
629,medium,-56.6751266,0,61.03771586,1747,156.2788955,1,RSU,Medium mobility & RSU connectivity
630,high,-65.39483438,1,47.5284239,1213,266.1514057,0,local,Critical task - local execution required
631,high,-85.06396739,0,23.70712923,2796,553.9918144,1,cloud,High mobility - cloud optimal
632,medium,-84.00113352,0,15.56870688,1388,130.1962302,1,RSU,Medium mobility & RSU connectivity
633,low,-45.19785285,1,72.81114917,1565,164.9741794,0,local,Critical task - local execution required
634,low,-46.21536579,0,76.98956563,1604,103.5168765,1,peer_vehicle,Low mobility & excellent peer connectivity
635,low,-54.53983003,1,49.43226943,992,247.6003018,0,local,Critical task - local execution required
636,low,-56.38689631,1,51.00595256,726,105.543465,0,local,Critical task - local execution required
637,low,-66.83676085,0,49.46349104,1129,222.6627898,1,peer_vehicle,Low mobility & excellent peer connectivity
638,low,-41.83508442,1,83.42051474,1894,244.8993006,0,local,Critical task - local execution required
639,medium,-70.98347,1,30.3383438,1811,253.2693982,0,local,Critical task - local execution required
640,low,-64.39013106,0,26.55215005,1478,60.56489666,1,peer_vehicle,Low mobility - peer vehicle available
641,high,-56.01863138,0,52.93088166,4667,388.0881852,0,local,Network conditions unsuitable
642,medium,-82.52766157,0,22.80441209,3059,506.9217504,1,RSU,Medium mobility & RSU connectivity
643,high,-76.34298922,0,30.50279552,3181,134.5631567,1,cloud,High mobility - cloud optimal
644,low,-74.83413827,1,36.00062985,1636,7.903875649,0,local,Critical task - local execution required
645,high,-81.50210891,0,8.538393445,2498,217.1346759,0,local,Network conditions unsuitable
646,medium,-73.19710603,0,19.73480442,228,66.87216134,1,RSU,Medium mobility & RSU connectivity
647,high,-52.39116778,0,58.94266786,2144,283.3760841,1,cloud,High mobility - cloud optimal
648,medium,-65.28721662,0,43.69576685,1074,139.4048473,1,RSU,Medium mobility & RSU connectivity
649,medium,-80.33667702,0,21.37745913,1426,10.77025065,1,RSU,Medium mobility & RSU connectivity
650,medium,-80.76587056,1,28.80225453,1371,247.5756599,0,local,Critical task - local execution required
651,low,-39.572609,0,76.24659907,2152,56.8765285,1,peer_vehicle,Low mobility & excellent peer connectivity
652,low,-63.73063706,0,47.57417135,4032,208.9645111,1,peer_vehicle,Low mobility & excellent peer connectivity
653,high,-58.65999677,0,57.51744836,4106,163.0663761,1,cloud,High mobility - cloud optimal
654,medium,-73.14569546,1,34.7700059,1961,211.3525447,0,local,Critical task - local execution required
655,high,-58.25717382,0,44.50840127,4869,58.81357442,1,cloud,High mobility - cloud optimal
656,medium,-57.31954976,0,57.27467575,4747,1038.362536,1,RSU,Medium mobility & RSU connectivity
657,low,-73.79516288,0,33.63139814,4217,452.9456136,1,peer_vehicle,Low mobility & excellent peer connectivity
658,medium,-70.49760814,1,38.94845951,1028,172.5275589,0,local,Critical task - local execution required
659,low,-72.97838849,1,38.002456,662,55.30967957,0,local,Critical task - local execution required
660,low,-62.85539268,1,42.66019774,768,119.1382322,0,local,Critical task - local execution required
661,medium,-72.86856437,1,35.2462921,525,192.421789,0,local,Critical task - local execution required
662,low,-65.96890384,0,56.49471166,2718,424.1831728,1,peer_vehicle,Low mobility & excellent peer connectivity
663,high,-67.51244756,0,37.90665596,3034,364.5323834,0,local,Network conditions unsuitable
664,low,-78.01818293,0,20.72569586,2566,220.7079859,1,peer_vehicle,Low mobility - peer vehicle available
665,high,-73.87168975,1,34.75789176,644,206.2544683,0,local,Critical task - local execution required
666,medium,-46.50954214,0,73.76652483,3312,407.6800594,1,RSU,Medium mobility & RSU connectivity
667,high,-78.8760194,0,29.07829946,4927,985.1917595,1,cloud,High mobility - cloud optimal
668,low,-70.09600954,0,21.84845172,4966,256.7884085,1,peer_vehicle,Low mobility - peer vehicle available
669,medium,-55.74054561,1,55.93972817,1375,344.0756015,0,local,Critical task - local execution required
670,medium,-59.58342573,0,46.45244464,4166,89.81344413,1,RSU,Medium mobility & RSU connectivity
671,medium,-83.27790389,1,10.73661218,1905,74.70365814,0,local,Critical task - local execution required
672,high,-56.68281138,0,35.05389383,1757,110.8612896,1,cloud,High mobility - cloud optimal
673,high,-59.27487286,0,36.32849021,707,69.86452067,0,local,Network conditions unsuitable
674,low,-70.31579841,1,32.3051241,946,82.30200364,0,local,Critical task - local execution required
675,medium,-84.74483826,1,17.55052437,1308,80.20202879,0,local,Critical task - local execution required
676,medium,-50.71233372,1,62.50207932,1814,438.4250088,0,local,Critical task - local execution required
677,high,-73.99150897,1,31.79766539,1098,149.6061479,0,local,Critical task - local execution required
678,high,-72.76064392,0,29.99619799,940,56.27486797,1,cloud,High mobility - cloud optimal
679,low,-69.97957644,0,18.03936518,3071,97.55149651,1,peer_vehicle,Low mobility - peer vehicle available
680,low,-60.09864756,1,57.97216775,1516,279.9195585,0,local,Critical task - local execution required
681,medium,-71.37820658,1,29.71255084,1982,16.64999014,0,local,Critical task - local execution required
682,low,-42.42737574,1,67.28736271,1002,83.1379685,0,local,Critical task - local execution required
683,low,-67.40483065,0,36.00941996,1653,370.1456867,1,peer_vehicle,Low mobility & excellent peer connectivity
684,low,-37.39597842,1,64.01294481,990,94.78481705,0,local,Critical task - local execution required
685,low,-78.18838986,0,28.9290059,2430,333.8876266,1,peer_vehicle,Low mobility - peer vehicle available
686,medium,-79.72138722,0,23.73938655,4770,58.05118591,1,RSU,Medium mobility & RSU connectivity
687,medium,-51.70545841,1,52.29244275,1480,39.24819729,0,local,Critical task - local execution required
688,low,-75.95376898,0,23.15808631,4825,362.7015357,1,peer_vehicle,Low mobility - peer vehicle available
689,low,-76.24137884,0,5.254439638,4390,476.3126236,1,RSU,Low mobility - RSU attempt
690,high,-67.88950528,0,35.53401721,3192,595.7040703,0,local,Network conditions unsuitable
691,high,-83.84400381,0,12.93629385,3065,93.90042968,1,cloud,High mobility - cloud optimal
692,medium,-51.90573781,0,46.94844743,1910,337.5470811,1,RSU,Medium mobility & RSU connectivity
693,high,-64.33982075,0,34.77447895,3506,662.7127018,1,cloud,High mobility - cloud optimal
694,high,-57.02598211,0,45.54933957,1015,200.6029861,1,cloud,High mobility - cloud optimal
695,high,-86.71905259,0,17.90431151,4775,1031.143929,0,local,Network conditions unsuitable
696,medium,-58.62308152,0,26.02770137,2562,180.8055654,1,RSU,Medium mobility & RSU connectivity
697,medium,-60.22440123,0,33.04214263,243,97.6020716,1,RSU,Medium mobility & RSU connectivity
698,high,-72.81508544,0,26.34597232,986,34.08749104,1,cloud,High mobility - cloud optimal
699,medium,-64.05597811,0,36.20326147,420,121.7246581,1,RSU,Medium mobility & RSU connectivity
700,medium,-53.34145836,0,30.07474816,1231,25.81563719,1,RSU,Medium mobility & RSU connectivity
701,medium,-81.26914213,1,27.94640882,1344,245.5229788,0,local,Critical task - local execution required
702,high,-63.91058587,0,42.86371805,1369,53.30311642,1,cloud,High mobility - cloud optimal
703,high,-56.02214375,0,45.99861977,3772,793.9733016,1,cloud,High mobility - cloud optimal
704,low,-59.05983797,0,59.12514568,1987,402.2474244,1,peer_vehicle,Low mobility & excellent peer connectivity
705,low,-58.27789371,1,59.623035,1422,245.3164142,0,local,Critical task - local execution required
706,low,-43.75133389,0,74.86420344,626,201.0626275,1,peer_vehicle,Low mobility & excellent peer connectivity
707,high,-67.44321733,0,25.71934513,2461,243.7499635,1,cloud,High mobility - cloud optimal
708,medium,-56.41124666,0,60.77633225,2786,460.1265427,1,RSU,Medium mobility & RSU connectivity
709,low,-44.35139623,0,69.71928324,294,44.00914844,1,peer_vehicle,Low mobility & excellent peer connectivity
710,low,-76.32497259,1,29.59474825,1160,212.2236931,0,local,Critical task - local execution required
711,high,-66.26154469,0,33.24923137,3313,101.4951131,1,cloud,High mobility - cloud optimal
712,high,-57.46262071,1,60.42690991,1833,428.9323054,0,local,Critical task - local execution required
713,high,-64.00847813,0,55.471016,2353,71.86445277,1,cloud,High mobility - cloud optimal
714,medium,-56.51451816,0,46.92693679,4278,145.8955195,1,RSU,Medium mobility & RSU connectivity
715,medium,-52.38894676,1,67.79077678,1336,145.7966832,0,local,Critical task - local execution required
716,low,-69.18653944,0,38.7888886,4803,191.7324213,1,peer_vehicle,Low mobility & excellent peer connectivity
717,low,-60.01533994,0,58.19731516,2205,260.3832414,1,peer_vehicle,Low mobility & excellent peer connectivity
718,medium,-65.43856899,1,44.17790506,507,66.91302497,0,local,Critical task - local execution required
719,low,-74.00555341,0,32.92633571,1744,118.9427637,1,peer_vehicle,Low mobility & excellent peer connectivity
720,low,-60.83280312,1,38.79461479,1486,247.8395468,0,local,Critical task - local execution required
721,low,-71.60120271,0,30.40216522,2072,410.7414399,1,peer_vehicle,Low mobility & excellent peer connectivity
722,high,-80.95867213,0,8.944700329,957,35.94396181,1,cloud,High mobility - cloud optimal
723,high,-66.57745085,0,41.67611065,4162,66.85190562,1,cloud,High mobility - cloud optimal
724,medium,-73.17339843,1,24.95937557,1109,162.8075661,0,local,Critical task - local execution required
725,high,-62.42758352,0,52.39707275,4523,587.896967,0,local,Network conditions unsuitable
726,high,-75.40710119,0,17.14564028,3488,794.8779392,0,local,Network conditions unsuitable
727,high,-59.18211116,0,49.35667114,3992,287.1117333,1,cloud,High mobility - cloud optimal
728,low,-45.50627077,0,70.96835925,2263,374.9930052,1,peer_vehicle,Low mobility & excellent peer connectivity
729,low,-45.96857939,0,70.26915506,2576,78.49696687,1,peer_vehicle,Low mobility & excellent peer connectivity
730,high,-51.22712751,0,57.43148307,1177,159.2069622,1,cloud,High mobility - cloud optimal
731,medium,-78.35789914,0,18.14667935,1873,171.5805302,1,RSU,Medium mobility & RSU connectivity
732,medium,-80.39415286,1,23.51316298,1446,5.071664123,0,local,Critical task - local execution required
733,high,-65.44082175,0,23.35489407,3258,314.8094616,0,local,Network conditions unsuitable
734,low,-73.90900543,0,23.82785885,4525,482.4161895,1,peer_vehicle,Low mobility - peer vehicle available
735,medium,-61.7305341,0,39.25637061,1311,63.10244316,1,RSU,Medium mobility & RSU connectivity
736,medium,-76.64676258,0,25.13117626,2218,325.590734,1,RSU,Medium mobility & RSU connectivity
737,medium,-61.9207355,0,47.17406047,1969,77.51853287,1,RSU,Medium mobility & RSU connectivity
738,low,-40.45538376,0,82.57939939,3202,443.0629427,1,peer_vehicle,Low mobility & excellent peer connectivity
739,medium,-47.41725644,1,72.71911425,1801,222.0570571,0,local,Critical task - local execution required
740,medium,-59.79627493,1,50.78164597,1613,120.7041187,0,local,Critical task - local execution required
741,high,-52.36479322,0,61.63886463,1835,375.3781435,1,cloud,High mobility - cloud optimal
742,high,-73.09375865,1,25.77924683,532,35.03696234,0,local,Critical task - local execution required
743,low,-44.63336257,0,73.16667499,943,235.9600906,1,peer_vehicle,Low mobility & excellent peer connectivity
744,high,-84.71281369,0,15.49916029,4056,110.5350828,1,cloud,High mobility - cloud optimal
745,low,-71.48223593,0,37.13531858,4775,214.3821776,1,peer_vehicle,Low mobility & excellent peer connectivity
746,high,-69.85812074,0,37.98192736,1573,343.3018736,1,cloud,High mobility - cloud optimal
747,high,-58.62378107,0,53.8294678,4081,155.0094238,1,cloud,High mobility - cloud optimal
748,medium,-84.42676377,0,17.90456151,1053,61.48661441,1,RSU,Medium mobility & RSU connectivity
749,medium,-60.82562721,1,34.65422852,1389,34.86341488,0,local,Critical task - local execution required
750,low,-60.11748328,0,48.91720238,4973,225.419487,1,peer_vehicle,Low mobility & excellent peer connectivity
751,low,-77.69824075,0,3.326521583,1003,84.99527043,1,RSU,Low mobility - RSU attempt
752,high,-71.02260426,0,51.19665109,4646,77.87764631,1,cloud,High mobility - cloud optimal
753,medium,-62.359263,1,49.54457316,1516,370.3656264,0,local,Critical task - local execution required
754,medium,-53.88755022,1,55.88570558,1931,257.5818736,0,local,Critical task - local execution required
755,high,-71.95227234,0,24.40673629,3540,66.98158677,1,cloud,High mobility - cloud optimal
756,medium,-79.92222345,0,42.14350998,4017,225.8693423,1,RSU,Medium mobility & RSU connectivity
757,medium,-45.41978666,0,73.3187804,2805,446.0877172,1,RSU,Medium mobility & RSU connectivity
758,medium,-82.78336446,0,3.814787111,4306,400.5595528,1,cloud,Medium mobility - cloud available
759,low,-53.91714062,0,55.71797963,3603,98.59303568,1,peer_vehicle,Low mobility & excellent peer connectivity
760,medium,-78.21983633,0,30.06282441,949,232.1320001,1,RSU,Medium mobility & RSU connectivity
761,high,-68.12284496,0,31.07265354,3886,740.9231494,1,cloud,High mobility - cloud optimal
762,medium,-57.5081775,1,40.49272718,1056,73.79009516,0,local,Critical task - local execution required
763,high,-74.02669679,0,26.38857693,4634,283.5944314,0,local,Network conditions unsuitable
764,low,-63.25459031,0,52.71770554,4887,934.152222,1,peer_vehicle,Low mobility & excellent peer connectivity
765,medium,-57.31797788,0,61.4545759,4016,560.6357617,1,RSU,Medium mobility & RSU connectivity
766,high,-87.63291713,0,2,4614,408.0497836,0,local,Network conditions unsuitable
767,medium,-78.65052947,1,36.5641525,1438,273.0975844,0,local,Critical task - local execution required
768,high,-66.43919636,1,30.92303614,1986,84.46954593,0,local,Critical task - local execution required
769,low,-58.77170731,0,38.29847849,4875,277.3583809,1,peer_vehicle,Low mobility & excellent peer connectivity
770,high,-88.26738907,0,16.78872007,1470,275.3367634,1,cloud,High mobility - cloud optimal
771,medium,-53.15025562,0,54.1225321,3831,230.059995,1,RSU,Medium mobility & RSU connectivity
772,low,-53.03153208,0,75.89419624,4253,11.11269673,1,peer_vehicle,Low mobility & excellent peer connectivity
773,low,-67.14683051,0,39.93714039,4966,194.7921645,1,peer_vehicle,Low mobility & excellent peer connectivity
774,medium,-81.34312033,0,19.50740799,1364,138.0138015,1,RSU,Medium mobility & RSU connectivity
775,medium,-74.85548917,0,29.82407684,3297,440.377127,1,RSU,Medium mobility & RSU connectivity
776,low,-53.13746495,1,41.92312676,1222,212.5927947,0,local,Critical task - local execution required
777,high,-78.1700975,0,18.64231785,1971,102.176927,1,cloud,High mobility - cloud optimal
778,high,-77.74338203,0,22.82104006,2168,230.4477664,1,cloud,High mobility - cloud optimal
779,medium,-81.73700298,0,22.48562643,373,53.04503483,1,RSU,Medium mobility & RSU connectivity
780,low,-43.46602442,0,57.49270969,4386,844.4751538,1,peer_vehicle,Low mobility & excellent peer connectivity
781,high,-78.2586083,0,31.38660837,3432,446.1711253,1,cloud,High mobility - cloud optimal
782,medium,-57.83733582,1,35.16535683,1437,286.4150254,0,local,Critical task - local execution required
783,high,-81.66401706,0,10.73835254,4716,147.8871903,1,cloud,High mobility - cloud optimal
784,medium,-48.87105491,0,70.00934332,1287,181.2205305,1,RSU,Medium mobility & RSU connectivity
785,low,-69.24201272,1,30.67076117,1071,69.83623378,0,local,Critical task - local execution required
786,high,-50.93755907,0,67.53080759,1274,140.0016409,1,cloud,High mobility - cloud optimal
787,high,-54.54847134,0,50.98267962,4404,183.0425561,0,local,Network conditions unsuitable
788,low,-60.73172271,0,39.89504509,3546,410.6834683,1,peer_vehicle,Low mobility & excellent peer connectivity
789,medium,-67.90133887,0,31.84380899,1950,8.305128482,1,RSU,Medium mobility & RSU connectivity
790,medium,-48.13946432,1,68.34488106,1884,179.6755452,0,local,Critical task - local execution required
791,high,-59.94884303,1,45.34841014,1369,241.6104874,0,local,Critical task - local execution required
792,medium,-83.97720804,1,22.18783928,1667,213.2767934,0,local,Critical task - local execution required
793,high,-85.63945537,0,25.15456118,1677,239.9654887,0,local,Network conditions unsuitable
794,high,-55.14739011,1,49.12740637,1047,49.65399271,0,local,Critical task - local execution required
795,low,-48.93547189,1,52.20226267,1185,219.3807144,0,local,Critical task - local execution required
796,high,-69.57718365,0,46.34557342,3653,57.57814405,1,cloud,High mobility - cloud optimal
797,medium,-84.7944149,0,20.24377793,1994,376.2512571,1,RSU,Medium mobility & RSU connectivity
798,high,-52.17001191,0,52.85034275,1744,317.8971542,0,local,Network conditions unsuitable
799,medium,-57.89107035,0,50.01320674,715,209.6037412,1,RSU,Medium mobility & RSU connectivity
800,high,-81.29149948,0,23.03319341,3258,130.6367942,0,local,Network conditions unsuitable
801,low,-55.29906658,0,54.36992704,482,96.3360952,1,peer_vehicle,Low mobility & excellent peer connectivity
802,low,-35.84412811,1,91.43932363,1969,201.6069616,0,local,Critical task - local execution required
803,medium,-66.24840478,0,34.25427273,1173,105.9568086,1,RSU,Medium mobility & RSU connectivity
804,high,-87.16336162,0,12.01376241,4757,665.671823,1,cloud,High mobility - cloud optimal
805,medium,-75.04832845,1,37.91420293,851,159.5131169,0,local,Critical task - local execution required
806,low,-35.20366314,1,71.91828724,1280,347.4983653,0,local,Critical task - local execution required
807,medium,-70.23455225,0,37.96661131,2649,294.0284482,1,RSU,Medium mobility & RSU connectivity
808,medium,-80.1244767,0,6.789862952,2161,523.100286,1,cloud,Medium mobility - cloud available
809,medium,-82.0654373,0,9.09405285,2744,269.4146122,1,cloud,Medium mobility - cloud available
810,medium,-49.19773584,1,74.92968768,1651,183.1459478,0,local,Critical task - local execution required
811,medium,-66.67885534,0,40.65996421,1605,315.4869599,1,RSU,Medium mobility & RSU connectivity
812,low,-41.9455915,0,82.87518283,1651,165.0516421,1,peer_vehicle,Low mobility & excellent peer connectivity
813,low,-58.45828139,1,50.88153586,1865,399.9355645,0,local,Critical task - local execution required
814,high,-60.30831074,0,40.06800585,1545,301.0751117,0,local,Network conditions unsuitable
815,medium,-56.08861598,0,44.40868205,2272,196.64825,1,RSU,Medium mobility & RSU connectivity
816,low,-52.04012191,0,66.40836759,1228,260.2384931,1,peer_vehicle,Low mobility & excellent peer connectivity
817,high,-85.6788417,0,10.45474067,3611,660.7227383,1,cloud,High mobility - cloud optimal
818,low,-60.01174669,0,55.45582631,525,180.4904253,1,peer_vehicle,Low mobility & excellent peer connectivity
819,high,-63.13649028,0,39.85130008,2218,265.2687961,0,local,Network conditions unsuitable
820,high,-59.81722555,0,48.55098631,292,140.9894876,1,cloud,High mobility - cloud optimal
821,high,-55.48310426,0,62.53154492,1967,470.9542423,1,cloud,High mobility - cloud optimal
822,medium,-84.26899721,1,19.75746807,1934,5.288086931,0,local,Critical task - local execution required
823,medium,-72.687234,0,34.65842529,1050,73.29699928,1,RSU,Medium mobility & RSU connectivity
824,high,-72.45409999,1,22.44872984,625,113.4505338,0,local,Critical task - local execution required
825,high,-76.79376199,0,19.39686162,4593,688.1841734,0,local,Network conditions unsuitable
826,medium,-48.36769667,0,53.49073423,2010,66.55147527,1,RSU,Medium mobility & RSU connectivity
827,low,-39.07567233,0,74.55769514,2056,92.00389044,1,peer_vehicle,Low mobility & excellent peer connectivity
828,medium,-55.48478339,0,63.84448423,160,66.32211185,1,RSU,Medium mobility & RSU connectivity
829,medium,-80.37766493,1,20.81409871,1034,301.0035705,0,local,Critical task - local execution required
830,high,-65.76295218,0,41.09833223,1104,129.2106677,1,cloud,High mobility - cloud optimal
831,high,-83.60480947,0,15.57498692,2799,526.5092797,0,local,Network conditions unsuitable
832,medium,-59.17862574,0,41.80174798,2648,255.7754076,1,RSU,Medium mobility & RSU connectivity
833,medium,-76.17964851,0,35.79683184,666,94.50410046,1,RSU,Medium mobility & RSU connectivity
834,medium,-79.35203746,1,33.25873669,1347,362.5702612,0,local,Critical task - local execution required
835,high,-74.73534004,1,39.89508383,912,45.50623075,0,local,Critical task - local execution required
836,medium,-47.47743442,1,51.21854197,1014,250.9652057,0,local,Critical task - local execution required
837,medium,-57.13754391,1,53.41743754,1703,281.8871022,0,local,Critical task - local execution required
838,low,-63.98190019,0,53.48684221,4421,679.4832451,1,peer_vehicle,Low mobility & excellent peer connectivity
839,medium,-75.32647218,0,30.18714147,4251,559.3709354,1,RSU,Medium mobility & RSU connectivity
840,high,-59.62756579,0,50.16326781,4003,425.0728935,0,local,Network conditions unsuitable
841,medium,-77.79365409,0,24.02407973,2594,358.4173626,1,RSU,Medium mobility & RSU connectivity
842,high,-60.98851663,0,53.22242776,3288,296.1111304,1,cloud,High mobility - cloud optimal
843,medium,-79.11346996,0,25.00747617,1441,316.2833923,1,RSU,Medium mobility & RSU connectivity
844,high,-85.54049249,0,15.62653239,1217,74.64081717,0,local,Network conditions unsuitable
845,high,-68.1329094,1,50.60256607,773,186.9259032,0,local,Critical task - local execution required
846,high,-77.94147762,0,45.78396535,1652,163.2837913,0,local,Network conditions unsuitable
847,medium,-71.4470607,1,39.20839998,606,16.78547871,0,local,Critical task - local execution required
848,low,-65.86802869,0,53.03402712,1096,279.1790532,1,peer_vehicle,Low mobility & excellent peer connectivity
849,high,-70.50462233,0,41.22452747,1816,92.21240199,0,local,Network conditions unsuitable
850,high,-67.85765869,0,27.39083098,4372,307.6388121,0,local,Network conditions unsuitable
851,high,-58.14797346,1,36.91240628,1367,301.5978498,0,local,Critical task - local execution required
852,low,-41.9732158,0,78.02514438,2611,244.1443015,1,peer_vehicle,Low mobility & excellent peer connectivity
853,low,-59.1108223,0,65.88650666,1457,215.8569223,1,peer_vehicle,Low mobility & excellent peer connectivity
854,medium,-73.32355306,0,29.96205975,400,71.58432996,1,RSU,Medium mobility & RSU connectivity
855,high,-68.74572673,0,47.32234132,1263,339.4266914,1,cloud,High mobility - cloud optimal
856,high,-65.26836805,0,45.312868,2895,88.20520956,1,cloud,High mobility - cloud optimal
857,high,-89.96226339,0,19.7277223,1399,277.8980407,1,cloud,High mobility - cloud optimal
858,medium,-55.74997643,1,56.79989728,577,125.6777141,0,local,Critical task - local execution required
859,low,-64.62614993,0,39.65310547,4318,593.7080627,1,peer_vehicle,Low mobility & excellent peer connectivity
860,medium,-77.3305513,0,21.02278844,1897,103.1977644,1,RSU,Medium mobility & RSU connectivity
861,high,-86.62942535,0,6.789894934,1510,70.70341054,0,local,Network conditions unsuitable
862,medium,-63.58608928,0,51.08744634,4600,764.2363178,1,RSU,Medium mobility & RSU connectivity
863,high,-61.82658736,1,38.77780006,1537,285.147842,0,local,Critical task - local execution required
864,high,-82.28517725,0,29.92148947,645,16.83317775,0,local,Network conditions unsuitable
865,low,-74.54136509,0,50.43012152,4711,186.0845937,1,peer_vehicle,Low mobility & excellent peer connectivity
866,high,-61.5288822,1,56.18626712,1349,270.439839,0,local,Critical task - local execution required
867,low,-38.48283093,1,63.62465982,806,129.8237162,0,local,Critical task - local execution required
868,medium,-84.0094049,0,22.22511656,2667,180.7234625,1,RSU,Medium mobility & RSU connectivity
869,low,-47.2394484,1,70.00243055,1373,166.2365313,0,local,Critical task - local execution required
870,medium,-58.66770242,0,43.68660592,953,164.4136901,1,RSU,Medium mobility & RSU connectivity
871,medium,-47.68529239,1,46.25698476,1945,409.8251487,0,local,Critical task - local execution required
872,high,-55.50041512,0,53.6271625,1569,9.906837549,1,cloud,High mobility - cloud optimal
873,low,-46.67013885,0,83.1219627,2186,262.3176809,1,peer_vehicle,Low mobility & excellent peer connectivity
874,low,-76.62968711,0,31.06111222,2095,128.2674554,1,peer_vehicle,Low mobility - peer vehicle available
875,high,-69.80354195,1,37.18144559,1342,292.7894054,0,local,Critical task - local execution required
876,medium,-68.90771834,0,31.9172135,442,26.6361535,1,RSU,Medium mobility & RSU connectivity
877,low,-60.29450508,1,43.47968458,1749,279.3138124,0,local,Critical task - local execution required
878,high,-55.56804252,0,40.67234243,4597,342.2136365,1,cloud,High mobility - cloud optimal
879,low,-75.20193715,0,31.49700803,238,128.8562322,1,peer_vehicle,Low mobility - peer vehicle available
